iata_code,latitude,longitude
KRS,58.20421,8.08537
KRT,15.5895,32.55316
KRU,-8.3,147.1
KRV,0.31993,35.66467
KRY,45.62,84.88
KRZ,-1.45,19
KSA,5.35698,162.95839
KSC,48.66306,21.24111
KSD,59.44472,13.3375
KSE,0.1667,30.1
KSF,51.408394,9.377631
KSH,34.34585,47.15813
KSI,9.167,-10.12
KSJ,35.4214,26.91
KSL,15.387494,36.328842
KSM,62.05877,-163.29765
KSN,53.20639,63.55083
KSO,40.44629,21.28219
KSQ,38.8336,65.9215
KSR,56.22712,-160.22903
KST,13.18948,32.69832
KSU,63.11178,7.82452
KSV,-23.56233,140.71881
KSY,40.562222,43.115002
KSZ,61.23651,46.69863
KTA,-20.712222,116.773333
KTB,55.68,-132.5
KTE,4.5393,103.4261
KTF,-40.8133,172.77499
KTJ,-1.26427,35.02304
KTL,0.97199,34.95856
KTM,27.69658,85.3591
KTN,55.355556,-131.71375
KTP,17.98802,-76.82337
KTQ,62.166111,30.073611
KTR,-14.521111,132.377778
KTS,65.33088,-166.47362
KTT,67.70102,24.84685
KTU,25.160219,75.845631
KTW,50.474253,19.080019
KTX,12.38,-5.467
KTY,6.55185,79.97854
KUA,3.77539,103.20906
KUD,6.917,116.8
KUF,53.50816,50.15156
KUH,43.040967,144.192986
KUK,60.87,-162.5
KUL,2.74558,101.70992
KUN,54.963919,24.084778
KUO,63.00715,27.797756
KUP,-10.07319,148.21737
KUQ,-10.07,148.2
KUS,65.57316,-37.13233
KUT,42.17889,42.48194
KUU,31.876706,77.154367
KUX,-5.37236,141.62403
KUZ,35.903756,126.615906
KVA,40.91331,24.61922
KVB,58.4564,13.97267
KVC,55.07,-162.3
KVD,40.737678,46.317581
KVG,-2.567,150.8
KVK,67.4633,33.5883
KVL,67.73,-164.7
KVM,64.66534,170.41426
KVU,-18.21557,177.72982
KVX,58.5033,49.3483
KWA,8.72205,167.73593
KWB,-5.85,110.5
KWE,26.538522,106.800703
KWF,55.29598,-133.2433
KWG,48.043333,33.21
KWI,29.226567,47.968928
KWJ,35.126389,126.808889
KWK,59.82,-163.2
KWL,25.21834,110.04121
KWM,-15.4856,141.75101
KWN,59.75,-161.9
KWP,57.76834,-153.54037
KWT,60.8,-161.5
KWY,-1.96056,41.2975
KWZ,-10.765886,25.505714
KXA,55.53684,-132.39937
KXD,59.65694,67.45966
KXE,-26.97,26.65
KXF,-17.34583,179.42194
KXK,50.409,136.93401
KXU,-16.33983,-144.40327
KYA,37.979,32.561861
KYB,-34.75,138.7
KYE,34.58,36
KYK,57.57,-154.4
KYL,25.07238,-80.46071
KYO,28.21833,-82.37185
KYS,14.48123,-11.4044
KYU,64.9,-157.7
KYZ,51.7,94.47
KZB,57.55343,-153.74652
KZG,49.73,10.15
KZI,40.28611,21.84083
KZN,55.606186,49.278728
KZO,44.70923,65.59052
KZR,39.11042,30.13215
LAA,38.07,-102.7
LAC,7.37157,113.844
LAD,-8.858375,13.231178
LAE,-6.56983,146.726
LAF,40.41226,-86.93668
LAG,10.53,-67.03
LAH,-0.6167,127.5
LAI,48.754378,-3.471656
LAJ,-27.782142,-50.281486
LAK,68.22333,-135.00583
LAL,27.988917,-82.018555
LAM,35.88036,-106.27324
LAN,42.7787,-84.587357
LAO,18.17809,120.53152
LAP,24.07269,-110.36248
LAR,41.312056,-105.675
LAS,36.080056,-115.15225
LAU,-2.252417,40.913097
LAW,34.57,-98.42
LAX,33.942536,-118.408075
LAY,-28.58158,29.75141
LBA,53.8659,-1.66057
LBB,33.663639,-101.822778
LBC,53.805367,10.719222
LBD,40.2154,69.6947
LBE,40.275939,-79.404797
LBF,41.126211,-100.683656
LBG,48.96944,2.44139
LBH,-33.95297,151.1681
LBI,43.913887,2.113056
LBJ,-8.4857,119.8893
LBL,37.044222,-100.95986
LBO,-4.96983,23.44963
LBP,3.2,115.4
LBS,-16.46564,179.33859
LBT,34.6,-79.07
LBU,5.3,115.25
LBV,0.4586,9.412283
LBW,3.883,115.7
LBY,47.25,-2.233
LBZ,-8.44155,20.73197
LCA,34.875117,33.62485
LCB,-13.8,-59.92
LCC,40.239228,18.133325
LCD,-23.06185,29.86414
LCE,15.742481,-86.853036
LCG,43.302061,-8.377256
LCH,30.126112,-93.223335
LCI,43.57,-71.42
LCK,39.813786,-82.927822
LCL,22.3361,-83.6419
LCM,-31,-64.53
LCQ,30.17892,-82.57418
LCR,-0.7333,-73.02
LCV,43.83,10.58
LCX,25.66719,116.74566
LCY,51.50528,0.05528
LDB,-23.333625,-51.130072
LDG,64.9,45.74
LDH,-31.52,159.1
LDI,-9.85141,39.75918
LDJ,40.63,-74.25
LDK,58.46484,13.17072
LDM,43.95,-86.45
LDN,27.25251,86.67168
LDO,4.37688,-55.4047
LDR,13.88,45.87
LDS,47.7514,129.018
LDU,5.032247,118.324036
LDV,48.530258,-4.151642
LDY,55.04278,-7.16111
LDZ,-24.74839,31.47403
LEA,-22.235556,114.088611
LEB,43.626111,-72.304194
LED,59.80029,30.2625
LEI,36.84394,-2.3701
LEJ,51.42126,12.22195
LEK,11.33321,-12.29623
LEN,42.589,-5.65556
LEP,-21.5,-42.65
LES,-29.8,28.13
LET,-4.193549,-69.943163
LEV,-17.71236,178.76114
LEX,38.03702,-84.60522
LEY,52.460278,5.527222
LFI,37.08288,-76.36055
LFK,31.23408,-94.75021
LFN,36.1,-78.3
LFQ,36.13108,111.63757
LFR,8.23917,-72.27103
LFT,30.205278,-91.987611
LFW,6.16561,1.25451
LGA,40.77607,-73.87269
LGB,33.81752,-118.15229
LGF,32.86,-114.4
LGG,50.63742,5.44322
LGH,-30.59833,138.42583
LGI,23.17871,-75.094
LGK,6.32973,99.72867
LGL,3.417,115.2
LGO,53.75,7.483
LGP,13.1591,123.7373
LGQ,0.092439,-76.869314
LGR,-47.33,-72
LGS,-35.4936,-69.57427
LGU,41.78,-111.9
LGW,51.15609,-0.17818
LGX,3.80885,42.54593
LHA,48.35642,7.82561
LHE,31.52156,74.40359
LHG,-29.456667,147.984444
LHI,-3.133,139.9
LHR,51.4775,-0.461389
LHS,-46.533056,-68.951111
LHV,41.13,-77.45
LHW,36.51524,103.62078
LIA,30.6794,107.786
LIC,39.27,-103.7
LIE,3.633,18.63
LIF,-20.7748,167.23986
LIG,45.862778,1.179444
LIH,21.97583,-159.33861
LII,-3.167,136.2
LIK,9.82238,169.30477
LIL,50.57037,3.10643
LIM,-12.021889,-77.114319
LIN,45.445103,9.276739
LIO,9.95796,-83.02201
LIP,-21.664039,-49.730519
LIQ,2.170658,21.496906
LIR,10.59329,-85.54441
LIS,38.78131,-9.13592
LIT,34.729444,-92.224306
LIW,19.691494,97.214825
LIX,-12.08167,34.73611
LJA,-3.48333,23.46667
LJG,26.67203,100.24721
LJU,46.22369,14.45761
LKA,-8.27426,123.00074
LKB,-18.19959,-178.81665
LKE,47.62799,-122.33933
LKG,4.20412,34.3482
LKH,3.3,114.8
LKL,70.068814,24.973489
LKN,68.15425,13.61326
LKO,26.76059,80.88934
LKP,44.3,-73.98
LKR,11.17082,48.20294
LKV,42.17,-120.4
LKY,-3.37625,35.81852
LLA,65.54376,22.12199
LLB,25.45102,107.96247
LLF,26.34658,111.61028
LLG,-17.13874,144.52888
LLH,15.44199,-87.89889
LLI,11.97518,38.98061
LLM,3.767,114.4
LLN,-3.68457,138.6775
LLO,-3.08464,120.24519
LLS,-24.7,-60.6
LLT,-12.3711,13.5367
LLV,37.68324,111.1428
LLW,-13.78938,33.781
LLX,44.5,-72.02
LLY,39.94383,-74.84213
LMB,-13.75,34.57
LMD,-40.83,-68.13
LME,47.948611,0.201667
LMI,-3.483,142
LMM,25.68519,-109.08081
LMN,4.808303,115.010439
LMO,57.705214,-3.339169
LMP,35.497914,12.618083
LMR,-28.360069,23.439069
LMT,42.156144,-121.733208
LMY,-6.85,141.4
LNA,26.59,-80.09
LND,42.8,-108.7
LNE,-15.8656,168.172
LNJ,23.74344,100.02481
LNK,40.850971,-96.75925
LNO,-28.878056,121.314722
LNP,36.98,-82.57
LNR,43.18,-90.2
LNS,40.121717,-76.296097
LNV,-3.04361,152.629
LNX,54.82438,32.02394
LNY,20.78914,-156.94964
LNZ,48.233219,14.187511
LOB,-29.97,-71.53
LOC,-33.57,135.8
LOD,-15.30563,167.96748
LOE,17.439133,101.722064
LOH,-3.995892,-79.371925
LOI,-27.16104,-49.54345
LOK,3.121967,35.608692
LOL,40.05,-118.6
LOM,21.2591,-101.94368
LOO,33.764383,2.928344
LOP,-8.75914,116.27655
LOQ,-25.19803,25.72208
LOS,6.577369,3.321156
LOU,38.228,-85.663722
LOV,26.95478,-101.46771
LOY,2.76341,36.71845
LOZ,37.08855,-84.07511
LPA,27.931886,-15.386586
LPB,-16.51334,-68.19226
LPC,34.66554,-120.46766
LPD,-1.32861,-69.5797
LPF,26.60626,104.97188
LPG,-34.96674,-57.89211
LPI,58.40643,15.67732
LPK,52.7028,39.5378
LPL,53.333611,-2.849722
LPM,-16.45761,167.82869
LPN,-6.39233,146.34338
LPP,61.044553,28.144397
LPQ,19.89908,102.16255
LPT,18.270933,99.504167
LPU,1.70375,114.97046
LQK,34.80984,-82.70264
LQM,-0.18228,-74.7708
LQN,34.98493,63.11671
LRB,-28.97,28
LRD,27.54375,-99.461556
LRE,-23.43,144.3
LRH,46.17917,-1.19528
LRL,9.767333,1.09125
LRM,18.45071,-68.91183
LRN,47.20764,-119.32002
LRO,37.83894,-121.27318
LRS,37.18494,26.79986
LRT,47.760555,-3.44
LRU,32.289417,-106.921972
LRV,11.9447,-66.67285
LSA,-8.5,151.1
LSC,-29.91623,-71.19952
LSF,32.33732,-84.99128
LSH,22.97831,97.7524
LSI,59.878889,-1.295556
LSL,11.035277,-84.706108
LSM,4.217,115.6
LSN,37.07,-120.9
LSO,46.47564,-1.72494
LSP,11.78078,-70.1515
LSQ,-37.40173,-72.42544
LSS,15.87,-61.58
LST,-41.545278,147.214167
LSU,4.55,115.5
LSV,36.23692,-115.03309
LSX,5.05,97.32
LSY,-28.830278,153.26
LSZ,44.5687,14.39385
LTA,-23.82614,30.32308
LTB,-41.23,146.4
LTH,36.63468,-116.41338
LTI,46.3764,96.2211
LTK,35.401094,35.948681
LTL,-0.82708,12.74478
LTM,3.372761,-59.789439
LTN,51.87472,-0.36833
LTO,25.98919,-111.34836
LTQ,50.517385,1.620587
LTR,54.95,-7.733
LTS,34.667067,-99.266681
LTT,43.20561,6.48219
LTU,18.4117,76.4644
LTW,38.3142,-76.55094
LTX,-0.9011,-78.6
LUA,27.6869,86.7297
LUC,-16.7481,-179.66701
LUF,33.53339,-112.37908
LUG,46.004275,8.910578
LUK,39.103333,-84.418611
LUL,31.7,-89.13
LUM,24.4011,98.5317
LUN,-15.330817,28.452628
LUO,-11.768086,19.897672
LUP,21.18,-157
LUQ,-33.273192,-66.356422
LUS,-4.833,18.73
LUU,-15.56074,144.45155
LUV,-5.66162,132.731
LUW,-1.03892,122.77191
LUX,49.62658,6.21152
LUZ,29.63,116
LVI,-17.821756,25.822692
LVK,37.68,-121.8
LVL,36.77071,-77.79238
LVM,45.67,-110.6
LVO,-28.61564,122.424
LVR,-13.03684,-55.94835
LVS,35.65,-105.2
LWB,37.85818,-80.39924
LWC,38.95,-95.28
LWE,-8.383,123.4
LWK,60.2,-1.117
LWL,41.11654,-114.9236
LWM,42.717208,-71.123428
LWN,40.72,43.83
LWO,49.8125,23.95611
LWR,53.22861,5.76056
LWS,46.37433,-117.01516
LWT,47.05,-109.5
LWV,38.7643,-87.6055
LWY,4.85,115.4
LXA,29.29456,90.90032
LXN,40.78,-99.75
LXR,25.671028,32.706583
LXU,-14.37,23.27
LXV,39.33,-106.5
LYA,34.73879,112.38456
LYB,19.66005,-80.0878
LYC,64.548322,18.716219
LYE,51.505144,-1.993428
LYG,34.56743,118.87344
LYI,35.04721,118.40824
LYK,-8.98902,117.21588
LYN,45.72717,4.94428
LYO,38.3455,-98.22705
LYR,78.246111,15.465556
LYS,45.72639,5.09083
LYX,50.956111,0.939167
LZA,-7.183,22.35
LZC,18.00173,-102.22052
LZD,36.02,103.7
LZH,24.2075,109.391
LZI,-4.95,14.13
LZM,-9.11591,18.04891
LZN,26.16,120
LZO,28.8522,105.393
LZY,29.3033,94.3353
MAA,12.98833,80.16578
MAB,-5.36859,-49.13802
MAC,32.82,-83.56
MAD,40.49181,-3.56948
MAE,36.95,-120.1
MAF,31.942528,-102.201914
MAG,-5.20827,145.7896
MAH,39.8626,4.21865
MAJ,7.064758,171.272022
MAK,9.558969,31.652242
MAM,25.76989,-97.52531
MAN,53.353744,-2.27495
MAO,-3.038611,-60.049721
MAP,-10.3,149.5
MAQ,16.72,98.57
MAR,10.558208,-71.727856
MAS,-2.06194,147.42417
MAT,-5.8,13.43
MAU,-16.4265,-152.244
MAX,15.59353,-13.32315
MAY,24.28812,-77.679
MAZ,18.2543,-67.14966
MBA,-4.034833,39.59425
MBB,-21.25,119.6
MBC,-1.9,11.88
MBD,-25.79844,25.54803
MBG,45.53,-100.4
MBH,-25.513333,152.715
MBI,-8.91908,33.46298
MBJ,18.503717,-77.913358
MBK,-10.17028,-54.95278
MBL,44.27584,-86.25448
MBM,-31.28,29.97
MBO,13.21058,120.60478
MBP,-5.967,-77.02
MBQ,-0.6167,30.65
MBR,16,-12.5
MBS,43.53211,-84.0877
MBT,12.36689,123.62784
MBU,-9.74706,159.83976
MBW,-37.975833,145.102222
MBX,46.479861,15.686131
MCA,8.533,-9.467
MCC,38.667639,-121.400611
MCD,45.87,-84.63
MCE,37.28,-120.5
MCF,27.849339,-82.521214
MCG,62.95278,-155.60556
MCH,-3.2689,-79.96157
MCI,39.297606,-94.713905
MCJ,11.2325,-72.4901
MCL,63.7325,-148.91056
MCN,32.69625,-83.64199
MCO,28.429394,-81.308994
MCP,0.050664,-51.072178
MCQ,48.1378,20.79008
MCS,-30.27192,-57.64023
MCT,23.6009,58.28605
MCW,43.17,-93.33
MCX,42.816822,47.652294
MCY,-26.6033,153.091
MCZ,-9.51081,-35.79168
MDA,29.43134,-98.37807
MDC,1.54945,124.92588
MDD,32.04,-102.1
MDE,6.16454,-75.42312
MDF,45.15,-90.33
MDG,44.5241,129.569
MDI,7.703883,8.613939
MDJ,44.66506,-121.14964
MDK,0.0226,18.288744
MDL,21.69061,95.97862
MDN,38.73,-85.37
MDP,-5.883,140.7
MDQ,-37.93417,-57.57333
MDR,63.1,-154.7
MDT,40.193494,-76.763403
MDU,-6.1503,143.65714
MDW,41.785972,-87.752417
MDX,-29.22,-58.08
MDY,28.20172,-177.38064
MDZ,-32.831717,-68.792856
MEB,-37.728056,144.901944
MEC,-0.94608,-80.67881
MED,24.54541,39.7009
MEE,-21.48168,168.03751
MEG,-9.525086,16.312406
MEH,71.02902,27.8264
MEI,32.331283,-88.753792
MEJ,41.62589,-80.21617
MEL,-37.673333,144.843333
MEM,35.04218,-89.98157
MEN,44.502108,3.532819
MEP,2.433,103.8
MEQ,4.04347,96.25079
MER,37.380481,-120.568189
MES,3.55806,98.67172
MEU,-0.8833,-52.6
MEV,39.00004,-119.75557
MEW,-4.85,21.55
MEX,19.4363,-99.0721
MEY,27.57745,84.22939
MEZ,-25.7045,26.909
MFA,-7.91269,39.66588
MFC,-29.8,27.25
MFE,26.17591,-98.23862
MFF,-1.533,13.27
MFG,34.339,73.5086
MFI,44.63,-90.18
MFJ,-18.56653,179.95099
MFK,26.22,120
MFM,22.149556,113.591558
MFN,-44.62,167.9
MFQ,13.502531,7.126753
MFR,42.374228,-122.8735
MFS,1.033,-72.13
MFT,-13.12,-72.57
MFU,-13.258878,31.936581
MFV,37.64318,-75.76106
MFZ,-6.1368,149.11726
MGA,12.14149,-86.16818
MGB,-37.745556,140.785278
MGC,41.70419,-86.8234
MGE,33.91538,-84.51632
MGF,-23.47639,-52.01641
MGG,-5.97881,143.35931
MGH,-30.857408,30.343019
MGJ,41.52,-74.27
MGL,51.230356,6.504494
MGM,32.300639,-86.393972
MGN,9.2844,-74.84466
MGQ,2.01575,45.3041
MGR,31.08,-83.8
MGU,18.84647,93.68355
MGW,39.642908,-79.916314
MGX,-2.25,11
MGY,39.59131,-84.22844
MGZ,12.439797,98.621478
MHA,5.25,-59.15
MHB,-36.97,174.9
MHC,-42.33847,-73.71547
MHD,36.23519,59.64097
MHE,43.77,-98.03
MHG,49.472706,8.514264
MHH,26.51139,-77.08361
MHK,39.140972,-96.670833
MHL,39.09708,-93.19867
MHN,42.05,-101.1
MHP,53.864472,27.539683
MHQ,60.1222,19.89816
MHR,38.55685,-121.29828
MHT,42.932556,-71.435667
MHU,-37.0475,147.334
MHV,35.48,-118.2
MHW,-19.83,-63.97
MHY,-9,141.4
MHZ,52.361933,0.486406
MIA,25.79343,-80.29005
MIB,48.415572,-101.357661
MIC,45.06,-93.35
MID,20.93698,-89.65767
MIE,40.24026,-85.39122
MIG,31.4281,104.741
MII,-22.196892,-49.9264
MIK,61.6866,27.201794
MIM,-36.908611,149.901389
MIN,-32.83,135.1
MIO,33.4,-110.9
MIP,30.65224,34.80675
MIQ,41.196,-96.11228
MIR,35.75806,10.75472
MIS,-10.6892,152.838
MIT,35.50411,-119.19188
MIU,11.855347,13.08095
MIV,39.367806,-75.072222
MJA,-21.42,44.32
MJC,7.272069,-7.587364
MJE,8.16332,168.17356
MJF,65.784,13.21491
MJG,22.23004,-79.06766
MJI,32.8941,13.276
MJK,-25.88937,113.57554
MJL,-1.845142,11.056656
MJM,-6.121236,23.569008
MJN,-15.667144,46.351828
MJP,-34.23,116.2
MJR,-38.2279,-57.87199
MJT,39.05428,26.60279
MJU,-2.5867,119.0293
MJV,37.77497,-0.81239
MJX,39.97,-74.2
MJZ,62.53469,114.03893
MKC,39.12118,-94.59153
MKE,42.947222,-87.896583
MKF,32.37192,-84.80819
MKG,43.169489,-86.238222
MKH,-29.37,29.03
MKI,5.3331,25.92945
MKJ,-0.02222,15.57556
MKK,21.15152,-157.09748
MKL,35.60239,-88.92145
MKM,2.90712,112.07831
MKO,35.66126,-95.35922
MKP,-16.5839,-143.658
MKQ,-8.52029,140.41845
MKR,-26.60848,118.54548
MKS,10.72538,38.74208
MKT,44.22164,-93.91874
MKU,0.579211,12.890908
MKW,-0.89183,134.04918
MKX,14.53312,49.13331
MKY,-21.171667,149.179722
MKZ,2.26336,102.25155
MLA,35.8575,14.47722
MLB,28.10278,-80.64583
MLE,4.191833,73.529128
MLF,38.42663,-113.01246
MLG,-7.9264,112.7146
MLH,47.58958,7.52991
MLI,41.448528,-90.507539
MLJ,33.15421,-83.24282
MLK,48.36831,-107.91272
MLL,61.86471,-162.03115
MLM,19.84994,-101.0255
MLN,35.27982,-2.95626
MLO,36.6968,24.47621
MLR,-37.63,140.6
MLS,46.43,-105.9
MLT,45.65,-68.7
MLU,32.510864,-92.037689
MLW,6.289061,-10.758722
MLX,38.435347,38.091006
MLY,65,-150.6
MLZ,-32.33,-54.2
MMB,43.88061,144.16405
MMC,22.74318,-99.01737
MME,54.50919,-1.42941
MMF,5.70443,9.30563
MMG,-28.116111,117.841667
MMH,37.62,-118.9
MMI,35.45,-84.6
MMJ,36.166758,137.922669
MMK,68.781672,32.750822
MMM,-22.8025,148.704722
MMN,42.46133,-71.5169
MMO,15.15615,-23.21368
MMQ,-8.867,31.33
MMT,33.94,-81.12
MMU,40.79935,-74.414875
MMV,-1.39444,144.17111
MMX,55.54205,13.372
MMY,24.78283,125.29511
MMZ,35.93034,64.76132
MNA,4.00694,126.673
MNC,-14.47952,40.71284
MNF,-17.6731,177.09801
MNG,-12.056111,134.234167
MNH,7.75,83
MNI,16.79123,-62.19317
MNL,14.50499,121.00445
MNN,40.61659,-83.06847
MNO,-7.283,27.4
MNP,-1.53626,145.03254
MNQ,-24.885833,151.100278
MNR,-15.254542,23.162306
MNS,-11.13798,28.87585
MNT,65.14712,-149.36631
MNU,16.44166,97.65766
MNY,-7.41694,155.565
MNZ,38.72577,-77.51257
MOA,20.65166,-74.92689
MOB,30.691231,-88.242814
MOC,-16.706925,-43.8189
MOD,37.625817,-120.954422
MOF,-8.6391,122.2386
MOJ,5.60766,-54.39943
MOL,62.74472,7.2625
MON,-43.76552,170.13432
MOP,43.62,-84.73
MOQ,-20.2849,44.31765
MOR,36.17862,-83.37663
MOT,48.259378,-101.280333
MOU,62.08,-163.7
MOV,-22.057778,148.0775
MOZ,-17.48879,-149.76202
MPB,25.77,-80.17
MPD,25.68299,69.07242
MPE,41.27121,-72.54926
MPH,11.92417,121.95348
MPJ,35.14544,-92.90582
MPL,43.57762,3.9586
MPM,-25.91973,32.57351
MPO,41.13759,-75.37463
MPP,8.94532,-77.73308
MPW,47.0761,37.4496
MPY,3.65614,-54.039
MQB,40.45,-90.62
MQC,47.13,-56.38
MQD,-41.25,-68.73
MQF,53.393131,58.755661
MQJ,66.45583,143.25314
MQL,-34.229167,142.085556
MQM,37.22343,40.6319
MQN,66.36667,14.3
MQP,-25.39,31.1
MQQ,8.624406,16.071419
MQT,46.35361,-87.39528
MQU,5.21452,-74.88399
MQX,13.46737,39.53346
MQY,36.008981,-86.520078
MQZ,-18.62,126.9
MRA,32.325,15.061
MRC,35.55475,-87.18233
MRD,8.58229,-71.16119
MRE,-1.40534,35.00974
MRF,30.23,-103.9
MRG,-17.069167,145.419167
MRI,61.213544,-149.844447
MRK,25.93,-81.72
MRN,35.82237,-81.61219
MRO,-40.973333,175.633611
MRQ,13.3595,121.8263
MRS,43.435555,5.213611
MRU,-20.43024,57.6836
MRV,44.22507,43.08189
MRW,54.69789,11.44505
MRY,36.587,-121.842944
MRZ,-29.498889,149.844722
MSA,53.4414,-91.7628
MSB,18.06884,-63.09101
MSC,33.45915,-111.72681
MSE,51.342222,1.346111
MSJ,40.70322,141.36836
MSK,25.06729,-77.96937
MSL,34.745319,-87.610233
MSM,-4.833,17.85
MSN,43.139858,-89.337514
MSO,46.916306,-114.090556
MSP,44.881956,-93.221767
MSQ,53.88247,28.03073
MSR,38.74777,41.66124
MSS,44.935833,-74.845547
MST,50.91166,5.77014
MSU,-29.462256,27.552503
MSV,41.62,-74.7
MSW,15.67,39.3701
MSX,-2.94861,12.70028
MSY,29.993389,-90.258028
MSZ,-15.2612,12.1468
MTB,7.97174,-75.4325
MTC,42.608333,-82.8355
MTE,-1.9958,-54.0742
MTJ,38.5,-107.9
MTM,55.13083,-131.57806
MTN,39.325665,-76.413767
MTQ,-26.483333,147.936667
MTR,8.82374,-75.82583
MTS,-26.529022,31.307519
MTT,18.10342,-94.58068
MTU,-13.12,39
MTV,-13.66659,167.71149
MTW,44.12,-87.67
MTX,64.8069,-147.76096
MTY,25.77849,-100.10688
MUA,-8.327969,157.263092
MUB,-19.972564,23.431086
MUC,48.353783,11.786086
MUD,-11.672922,39.563142
MUE,20.00111,-155.66806
MUF,-7.383,140.3
MUH,31.32536,27.22169
MUL,31.14,-83.7
MUN,9.74814,-63.15469
MUO,43.04963,-115.86561
MUR,4.1775,114.321944
MUS,24.2897,153.97912
MUT,41.35,-91.13
MUV,39.73,-75.55
MUW,35.207725,0.147142
MUY,-4.01492,13.96646
MUZ,-1.5,33.8
MVB,-1.656156,13.438036
MVC,31.65,-91.73
MVD,-34.838417,-56.030806
MVE,44.97001,-95.71472
MVI,-6,155.3
MVJ,18.04562,-77.46705
MVM,36.73,-110.3
MVN,38.32222,-88.85464
MVO,12.2,18.78
MVR,10.451392,14.257361
MVT,-14.868055,-148.717225
MVX,2.15,12.13
MVY,41.39016,-70.61265
MVZ,-20.055333,30.859111
MWA,37.75,-89.02
MWB,-29.2,116
MWC,43.11441,-88.0338
MWE,18.44265,31.84078
MWF,-14.99379,168.07829
MWG,-6.967,145.9
MWH,47.20764,-119.32002
MWJ,6.55,-59.9
MWL,32.78549,-98.05946
MWN,-3.55,33.6
MWQ,20.17,94.93
MWR,-24.19072,31.38682
MWX,34.9914,126.383
MWZ,-2.444486,32.932667
MXE,34.73,-79.35
MXF,32.382944,-86.365778
MXH,-6.36333,143.23801
MXI,6.95033,126.27252
MXJ,9.652172,6.462256
MXL,32.62962,-115.24796
MXM,-21.75201,43.376
MXN,48.60322,-3.81578
MXP,45.62754,8.71508
MXR,49.93189,33.63945
MXT,-18.05,44.03333
MXU,-28.55,115.5
MXW,45.7381,106.269
MXX,60.95791,14.51138
MXZ,24.26535,116.09991
MYA,-35.897778,150.144444
MYB,-3.45,10.68
MYC,10.24998,-67.64942
MYD,-3.23333,40.1
MYF,32.81588,-117.14114
MYJ,33.82722,132.69972
MYK,61.37,-142.7
MYM,4.6,-59.63
MYP,37.619444,61.896667
MYQ,12.3,76.65
MYR,33.67975,-78.928333
MYT,25.3817,97.35417
MYU,60.38,-166.2
MYV,39.097772,-121.569825
MYW,-10.339058,40.181781
MYY,4.322014,113.986806
MYZ,-14.08313,34.91992
MZA,-11.32643,-74.5352
MZB,-11.359,40.35622
MZC,0.7833,11.57
MZE,27.64272,-82.52164
MZG,23.56867,119.62831
MZI,14.512803,-4.079561
MZJ,32.83,-109.7
MZL,5.029597,-75.464708
MZM,49.071667,6.131667
MZN,-5.90151,144.6884
MZO,20.288172,-77.0893
MZQ,-27.17,32
MZT,23.16136,-106.26607
MZW,33.53585,-0.24235
NAA,-30.319167,149.827222
NAB,31.59778,-84.08917
NAC,-36.98007,140.7274
NAE,10.32,1.367
NAG,21.09219,79.04718
NAH,3.68321,125.52802
NAI,3.75,-59
NAJ,39.1888,45.4584
NAK,14.9495,102.313
NAN,-17.755392,177.443378
NAO,30.75577,106.06073
NAP,40.88603,14.29078
NAQ,77.4886,-69.3887
NAR,6.21002,-74.5906
NAS,25.04571,-77.46621
NAT,-5.91142,-35.24772
NAU,-14.1768,-141.267
NAV,38.77187,34.53455
NAW,6.519922,101.7434
NAY,39.7828,116.388
NBC,55.5647,52.0925
NBE,36.07579,10.43859
NBG,29.825333,-90.035
NBH,-30.65,153
NBL,9.45361,-78.97867
NBN,-1.4104,5.62243
NBO,-1.319242,36.927775
NBP,40.73,-73.97
NBU,42.09056,-87.8225
NBV,-17.38341,-45.86208
NBW,19.90639,-75.20694
NBX,-3.368183,135.496406
NCE,43.658411,7.215872
NCG,30.3986,-107.87591
NCH,-10.35959,38.78148
NCL,55.0375,-1.691667
NCP,10.0,121.0
NCR,8.483,-79.95
NCS,-27.770586,29.976894
NCT,10.13948,-85.44617
NCU,42.48,59.63
NCY,45.929233,6.098764
NDA,-4.52111,129.90397
NDB,20.92857,-17.03151
NDC,19.18173,77.32251
NDD,-11.17,13.87
NDE,3.93345,41.84375
NDG,47.23963,123.91813
NDJ,12.133689,15.034019
NDR,34.98889,-3.02833
NDS,-27.98,119.297
NDU,-17.956461,19.719439
NDY,59.2503,-2.57667
NEC,-38.4854,-58.81387
NEF,56.1,54.35
NEG,18.3,-78.33
NEJ,9.5,35.53
NEL,40.033333,-74.353333
NEN,30.34901,-81.8768
NER,56.91392,124.91382
NES,40.74401,-73.97044
NET,24.31425,-75.45882
NEV,17.205678,-62.589869
NEW,30.042417,-90.02825
NFG,61.13,73.05
NFL,39.41816,-118.70295
NGA,-34.255556,148.248056
NGB,29.8267,121.462
NGC,36.38678,-112.1299
NGD,18.72682,-64.32984
NGE,7.35906,13.56009
NGF,21.45045,-157.768
NGI,-18.11592,179.34043
NGK,51.8,143.167
NGM,13.49,144.7
NGN,9.44485,-78.58857
NGO,34.85841,136.80541
NGP,27.6925,-97.29111
NGQ,32.0997,80.0533
NGR,-5.67449,141.14067
NGS,32.91694,129.91361
NGU,36.93533,-76.2923
NGW,27.70542,-97.4404
NGX,28.64179,84.08644
NGZ,37.8,-122.3
NHA,12.22747,109.19232
NHD,25.02674,55.36955
NHF,15.35591,35.73041
NHS,29.55,66
